21.0,148.0,3
57.0,107.0,3
59.0,106.0,3
62.0,101.0,3
61.0,102.0,3
68.0,96.0,3
47.0,124.0,3
57.0,110.0,3
58.0,109.0,3
60.0,107.0,3
66.0,99.0,3
66.0,100.0,3
62.0,105.0,3
56.0,119.0,3
66.0,105.0,3
64.0,107.0,3
68.0,100.0,3
62.0,110.0,3
66.0,111.0,3
67.0,106.0,3
68.0,107.0,3
67.0,112.0,3
69.0,103.0,3
64.0,141.0,3
65.0,129.0,3
70.0,99.0,3
71.0,119.0,3
71.0,111.0,3
69.0,114.0,3
70.0,105.0,3
71.0,101.0,3
72.0,107.0,3
72.0,102.0,3
74.0,113.0,3
72.0,86.0,3
105.0,71.0,3
89.0,72.0,3
77.0,82.0,3
76.0,85.0,3
75.0,87.0,3
116.0,96.0,3
75.0,88.0,3
107.0,94.0,3
106.0,120.0,3
112.0,109.0,3
109.0,97.0,3
86.0,76.0,3
91.0,135.0,3
83.0,130.0,3
101.0,136.0,3
112.0,127.0,3
83.0,86.0,3
104.0,83.0,3
97.0,104.0,3
76.0,88.0,3
79.0,97.0,3
78.0,89.0,3
75.0,112.0,3
76.0,110.0,3
77.0,107.0,3
81.0,110.0,3
84.0,106.0,3
86.0,100.0,3
85.0,90.0,3
82.0,88.0,3
77.0,87.0,3
80.0,96.0,3
79.0,98.0,3
77.0,93.0,3
74.0,92.0,3
80.0,101.0,3
80.0,108.0,3
78.0,113.0,3
74.0,98.0,3
74.0,95.0,3
75.0,99.0,3
74.0,91.0,3
80.0,102.0,3
80.0,91.0,3
82.0,92.0,3
85.0,97.0,3
84.0,104.0,3
78.0,105.0,3
74.0,104.0,3
73.0,95.0,3
81.0,84.0,3
78.0,94.0,3
73.0,93.0,3
